objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,rank_M,RA_BGG,Dec_BGG,M_BGG
1237662225165451914,1866760791600949248,386,247.173745594,21.549121412,-20.526954,12099894954.6151,0.037617252,3.729249359165707,9.771627,-0.9178309,-10.6894579,3,2,247.1966171,21.49371335,-22.323884
1237662225165517232,1866750895996299264,386,247.249283386,21.55030151,-20.063075,7892780042.9992285,0.03590971,4.703019036209011,9.334122,-0.3694984,-9.7036204,4,3,247.1966171,21.49371335,-22.323884
1237662225165517146,1866759966967228416,386,247.163732561,21.499734579,-19.484397,4631896004.146894,0.037288725,1.95934075780952,9.904181,-0.638919,-10.5431,2,4,247.1966171,21.49371335,-22.323884
1237655373036912774,919946300621875200,390,248.45673758,39.263194437,-21.99482,46765760371.730965,0.031813259,0.0,10.7426,0.4482406,-10.2943594,1,1,248.45673758,39.263194437,-21.99482
1237655373036978215,1320836493308094464,390,248.426403032,39.185138168,-21.031804,19262896891.74444,0.029894404,5.121858841412758,10.44296,-1.00524,-11.4482,3,2,248.45673758,39.263194437,-21.99482
1237655373036912868,1320838417453443072,390,248.318044881,39.232437109,-20.161811,8644191907.91272,0.02971319,7.019768670803489,10.19556,-1.116828,-11.312388,4,4,248.45673758,39.263194437,-21.99482
1237655373036912756,919945475988154368,390,248.413125791,39.257644401,-20.287684,9706744537.621258,0.031527563,2.150149450842857,10.47356,-1.029903,-11.503463,2,3,248.45673758,39.263194437,-21.99482
1237661464918753463,1586531829463148544,391,248.726713775,26.274767034,-22.347613,64720997181.61176,0.044234669,0.0,11.30661,-1.359977,-12.666587,1,1,248.726713775,26.274767034,-22.347613
1237661464918753739,1586534853120124928,391,248.703778923,26.270824761,-20.972539,18239612184.271755,0.044539675,1.315702107575705,10.63436,-1.647437,-12.281797,3,2,248.726713775,26.274767034,-22.347613
1237661464918753719,3320360265593153536,391,248.707304415,26.282323507,-20.628696,13288574636.435184,0.043491095,1.1921178836667634,10.42644,-1.742429,-12.168869,2,3,248.726713775,26.274767034,-22.347613
1237661464918753709,1586533203852683264,391,248.710350668,26.306269782,-20.009316,7511495302.767559,0.042002778,2.1834830856299132,10.09131,-1.217669,-11.308979,4,4,248.726713775,26.274767034,-22.347613
1237659329780121695,1321937104313280512,393,249.474675718,36.073053206,-22.993961,117377376938.782,0.031402269,0.0,11.45621,-1.28555,-12.74176,1,1,249.474675718,36.073053206,-22.993961
1237659329780121629,1321924459929561088,393,249.446586349,36.114981847,-21.761294,37715302901.58863,0.032930425,2.9956988591357003,10.79478,-0.3688041,-11.1635841,3,3,249.474675718,36.073053206,-22.993961
1237659324957327415,1321937379191187456,393,249.499480841,35.995507176,-21.838779,40505276394.6099,0.032132605,5.032730106730779,10.94994,-1.232642,-12.182582,4,2,249.474675718,36.073053206,-22.993961
1237659324957262004,1321926933830723584,393,249.451918973,36.06085392,-20.573535,12630309707.216824,0.032102064,1.3868582221163326,10.42246,-1.688334,-12.110794,2,4,249.474675718,36.073053206,-22.993961
1237655473969299672,5847050106167816192,394,251.141803192,38.920509143,-22.536017,76985121584.10173,0.039341656,0.0,,,,1,1,251.141803192,38.920509143,-22.536017
1237655473969299673,921149716333357056,394,251.143398418,38.920593797,-21.350592,25836685574.780888,0.037437283,0.0781627185919048,10.59221,-1.526578,-12.118788,2,2,251.141803192,38.920509143,-22.536017
1237655473969299957,921149441455450112,394,251.131531499,38.870645568,-20.114685,8277019912.363404,0.038210211,3.173031033039845,10.10081,-1.550383,-11.651193,3,3,251.141803192,38.920509143,-22.536017
1237655375185117425,921148341943822336,394,251.209915482,38.960246461,-19.92932,6977952358.405631,0.038522573,4.161014415487804,9.950853,-0.7771632,-10.7280162,4,4,251.141803192,38.920509143,-22.536017
1237662302453039177,1899407216310511616,405,256.367088053,23.153194101,-21.876334,41930843600.64239,0.031034558,0.0,11.1572,-0.08013814,-11.23733814,1,1,256.367088053,23.153194101,-21.876334
1237662302452974056,1901734881034004480,405,256.249607143,23.169048797,-21.020003,19054659829.530582,0.030044206,6.859331737335799,10.18556,0.4193778,-9.7661822,4,2,256.367088053,23.153194101,-21.876334
1237662302452974098,1899406666554697728,405,256.256738847,23.157343929,-20.585584,12771255693.496609,0.03075243,6.380234799833859,9.70164,0.02403855,-9.67760145,3,3,256.367088053,23.153194101,-21.876334
1237662302453039694,1899405567043069952,405,256.350322207,23.1423555,-20.076148,7988388908.456307,0.031032235,1.1840616740970764,10.16291,-1.977955,-12.140865,2,4,256.367088053,23.153194101,-21.876334
